,Unnamed: 0,id_str,screen_name,full_text,retweeted,emotion
100,100,763419627795779585,bsa02791,"와 진짜 신박한 트롤 이다...
칼리스타 서폿으로 원딜에게
계약 끊었다 걸었다해서 죽게 만들고...
진짜 신박하네..... 그 머리로 롤을 했으면 티어가 올랐겠네...",0,혐오
101,101,1375338156468277248,dangdangguli,아 짬타수아 언니 유튭 보다가 진짜 몇 년만에 롤하고 싶어짐ㅋㅋㅋ 일라오이 잼써보여... 난 알리랑 블랭만 했는디(서폿),0,행복
102,102,1289513145443078144,scarlet_2ro,"#tmi_3개적고_트친한테_넘기기_릴레이

1. 코딩 좋아합니다.

2. 전 사천성을 잘 합니다! 제 주변에선 아직 저를 이겨 본 사람이 없죠

3. 요즘엔 롤에서 서폿 뽀삐가 재미있더군요.

@wjdghks5031 @0Warm_rice0 @H4N3ul_",0,슬픔
103,103,1241921751207923712,F4I2Y_N4B1,"날 봐라
탱커와 서폿을 하고

롤에서 탑과 서폿을 한다

잘 안 친한 사람이랑 롤 얘기하다가 이러니까 주라인이 서폿인줄 알더라

어 저 탑입니다~ 주로 탱커류 캐하고 주캐 쉔 문도였어요

하면 갑자기 쭈구러듬 예~",0,행복
104,104,1490871879858802688,XoX__TxT,"롤 협곡할건데 3인큐에융 ㅇ3ㅇ 
정글, 서폿 자리있구여...(고정..?)

저는..탑,미드밖에못가여...

원딜.. 탑.미드..올라이너..쨋든..
2명구해여&gt;&lt;",0,슬픔
105,105,1316662468056281092,__hwa_g,서폿 성장 체감 안 난다는 거 공감 된다고 해야 되나 내가 아무리 열심히 해도 사람들 몰라줌 나 때문에 산 건데. 롤도 로아도 똑같음. 서폿 귀한지도 모르고 떼잉 쯧,0,슬픔
106,106,1520434603751747584,UzqwX,"한강우랑 이태정 피방가서 롤하는상상함

형 왜케 됻밥이에요?
씨발 작게말해주라 좀 너그리고그런말어디서배웠어
형한테요
그래

한강우 탑
이태정 서폿&lt; ㅋㅋ",0,행복
107,107,1525371469144145920,lolfflyang,저 근데 진짜 롤 어렵다. . 열심히 하는데 서폿 3년하고 다른라인은 찍먹만해서 초반 잘 버텨도 후반에 사이드 도는 운영밖에 모르겠음.. 한타도 언제가야할지 모르겠음.. 그래서 다인큐 가면 좀 죄송합니다,0,공포
108,108,1526176195686981632,Bird_cuCu,"아 진짜 나 롤 걍 지인의 지인의 지인의 지인 이런데서도 잘 껴서하고 내가 한지얼마안대서 아직 서폿챔밖에 안해봤을때
지인의지인이 우리 혜지가 서폿밖에 못해서 바꿔주셈하는거보고 머리 띵해져서 그쪽사람들이랑 겜하는거 관둔적잇엇음",1,행복
109,109,868458695939706880,Bird_cuCu,"아 진짜 나 롤 걍 지인의 지인의 지인의 지인 이런데서도 잘 껴서하고 내가 한지얼마안대서 아직 서폿챔밖에 안해봤을때
지인의지인이 우리 혜지가 서폿밖에 못해서 바꿔주셈하는거보고 머리 띵해져서 그쪽사람들이랑 겜하는거 관둔적잇엇음",0,행복
110,110,1427310806912278543,Acita_Blossom,"카구야 학생회 애들로 롤 포지션 이러면 어떨려나

탑 미코
정글 치카
미드 이시가미 유우
봇듀 회장(원딜), 카구야(서폿)

이런 느낌인가 미코가 탑차이로 지면 치카탓하고 ㅈㄱㅊㅇ 외치는 느낌 궁금하네",0,중립
111,111,1696742978,J_ominatrix,옵치만 특이하게 파리아 하고 롤도 서폿 했는데 왜... 그랬는지 모름,0,중립
112,112,1459245591176036352,9bwyh4,롤 알려주실 분... 저 진짜 흡수력 짱짱한데여 ㅜㅅㅜ... 보람 느끼실 건데... 서폿 말고 다른 라인이면 더 더 더 좋아요...,0,행복
113,113,1459245591176036352,9bwyh4,나 진짜 롤 잘하고 싶다 ... 근데 하나도 모르겠고 서폿으로 시작해서 서폿 말고 다른 라인 다고 싶은데 유튜브 보고 와도 적용도 못하겠고 그냥 바보라서 눈물만 흘리는 중 ㅜㅜ... 같이 하는 애들이 가끔 욱하면 너무 무서워서 쫄아버린다,0,슬픔
114,114,1400485760579510277,daeger2,@kerin_lina 어...롤을 거의 안해봤고 그나마 할 줄 아는게 서폿이라서...그래도 좋으시면 한 번 해봐요..!,0,슬픔
115,115,1315645899800895488,GAS_GURAHMEN,나 롤할때 챔피언이 120개있는데 두개만 하면서 아 나 서폿말고 못해요 아 못하겠어요 못해요 이랬던 얘들 생각하면 훌륭한 유저지,0,행복
116,116,1522924399011241986,Thesion_1350,@poppy_cone 아니 저도 태양의 수호자 먹을라고.. 우리 팀원들 절대 힐포션 먹을 일 없이 피 짱짱하게 유지해주겟다고 항상 지롤떨엇는데... .. 어떻게 그런 서폿이 존재할 수 있는거죠..?? 저도 지금 충격먹어서 사과님 트윗 5억번 읽어본듯,0,슬픔
117,117,1460237526929915904,qvqoaoa,"옵지 등등 롤커뮤도 진짜 개판.. 게임 내에도 3판만 해도 온갖 혐오가 점철된 닉도 많이 보이고., 채팅도 걍 더러움(이건 특히 서폿한테)",0,혐오
118,118,982167181,b1oomingmerry,@im_dermond 저 그것보다 롤에서 서폿으로 S받는 방법이 더 급한것같아요,0,공포
119,119,1503039848055074816,T1_oeooeo,롤 하실분 구합니다 ! (서폿유저),0,행복
120,120,1191748854078558209,blumenkranz09,"롤하면서 제일 슬펐던 일.. (언랭뉴비의 트윗이니 양해바람..)
내가 원딜이었는데 한명이 트롤픽해서 서폿 두명됨
내가 힐 써주는거 깜빡해서 말파가 죽음..ㅠㅠ
미안하다고 싹싹빔
그때부터 나를 벌레라고 하기 시작함
나는 진짜 미안해서 말파따라다니면서 최대한 딜넣음",0,슬픔
121,121,1332603418637074432,Molly_Doli,"오늘같이 롤할사람 찾습니다

랭크 무관

협곡 칼바람 무관

대신 욕은 안하시는 분이었으면...
참고로 저는 주라인은 서폿/원딜",0,중립
122,122,1169570641780961280,Seoul_number,"전에 말했듯이 난 롤할때 주로 가는 라인이 탑(미드는 가끔 스왑할때) 부라인은 바텀(원딜, 서폿) 

그리고 젤 자신 있는 탑챔은 가렌, 제이스, 피오라, 오공, 말파, 모데, 퀸, 쉔, 탐켄치 등 
자신 없는 탑챔은 이렐, 카밀, 다리우스, 세트 등",0,중립
123,123,1506504191522779141,_xoxo_yam,"여러분들. 나 오늘 집에 컴퓨터 설치한다.
앞으로 나랑 같이 롤 해줄 사람 괌.

* 나한테 욕만 안 하면 됨.
* 일단 나 서폿 제라스
* 가끔 미니언도 때림
* 원딜이 레드 맛있게 먹으면 가끔 실수인 척 막타침(이건 욕해도 갠찬, 짜릿함)
* 스킬샷 나쁘지 않음.
* 티어는 들으면 다 도망가서 비밀임.",0,중립
124,124,1452297003564560384,nogat_99,"#롤트친소 #롤_트친소  
 -18세 남자
-플레이 시간: 저녁시간(12시까지)
-모스트: 벨코즈 니코                                              
-라인: 주로 미드 가끔 서폿 원딜                 -마이크 사용 가능
-트위터 처음이라 어색함                                -가볍게 말걸어주세요!",1,중립
125,125,798863939073282048,btbmin929233,"전 은광오빠 하다방도 못보고
여기서 굴려질 예정입니다...

오빠랑 롤해보고시픈데....
(티어가 너무 차이나서 큐돌려도 못할듯ㅋㅋ)
서은광씨.. 혹시나 럭스, 카르마 서폿이 필요하시다면 저를 불러주세요..
최고의 방어를 해드림니다.",0,슬픔
126,126,1470736729502273539,d_byoung,@bebeahrang 발로란트 같이해요 엄청 재미있는게임 그리고 엄청 잘하시는걸요 .. 롤도 원딜 서폿 유져라 같이해요 !!,0,행복
127,127,1492708847454404608,fuvely_,"오늘 오후 9시 !
롤 하다가 이터널 리턴 할 거시와요 🥰
어푸푸 오늘 일겜에서 탑 미드 서폿만 할건데 완전 못하지만 덤덤이들 이빨은 안전할 거시와요 😉… (정글 원딜은 진짜 못하겠엉 ㅠㅠ)
이따 보자규~",0,행복
128,128,879365418405707776,mint_jasmyn,"롤 나보다 잘하면 내가 아마 엥길 꺼에요
저보다 잘하기 쉽거든요 증인 : 라 누나, 금간지
정글 서폿이라면 제가 롤하자고 맨날 찡얼 될꺼에요",0,공포
129,129,1269458799271612416,iiiliiiiiliilii,"롤하면 자꾸 이상한 놈들이 서폿은 혜지고 도구고 어쩌고 못해도 어쩌고 이러는데
막상 게임 오래 해보면 깨닫고맘
서폿도 잘해야 서폿하는구나
못하면 원딜이 잘해서 캐리하지 않는 이상 바텀터지고
원딜이 구원불가면 서폿은 그냥 딜러로 가면 됨
탱서폿 - 탱미드가듯
마법서폿 - 마법미드가듯",0,중립
130,130,1450469026443022337,ghkdb_,@KuSa_9904 후 너 이자식 서폿 내꺼야 알겟서?!!?! 양보 안한다면 롤체 깐부모드로 따라와!,0,혐오
131,131,1487674917592403970,joonikwon01,"#와일드리프트
모바일 롤에서도 피들스틱 나왔으면 좋겠다. 아 서폿 피들 하고 싶은데.",0,혐오
132,132,1479695693854179331,liliabell_v,"리리아 계속 누워있어도 잠이안와서
라인별 롤 챔프 정하고있어!
일반게임에서 할 챔프야!
탑-스웨인
미드-스웨인 
정글-녹턴 헤카림 에코
원딜-몰라!
서폿-세나 노틸러스
이렇게 해볼까 해!",0,중립
133,133,781146489452060673,orthodox_manual,@Zapzap_duck 롤은 그리고 챔피언이 1렙 때 너무 약해서 특정 챔피언 빼면 정글이 혼자 첫 정글 몹을 돌기 힘들어서 바텀에 있는 서폿 원딜이 라인 복귀 전에 몹을 같이 리쉬해주다 가는게 보통이라. 탑까지 참여 안하더라도 미드랑 서폿 원딜 정글 넷이서 인베 방어 안하면 정글이 초반에 크게 망해,0,중립
134,134,796111241613717504,zahomdi,@014_bf 탑유미 신기하다 ㅈㄴ나 롤 하면서 탑 유미 단 한 번도 본 적 없는 듯 유미새끼들 서폿 아니면 정글만 돌던데,0,놀람
135,135,1520110449500782592,ho_wolryeong,"낼 저랑 롤 하싈분.. 웅애..
서폿 미드 유저.. 다른라인 갈수있긴한데..
서폿 &gt; 미드 &gt; 탑 &gt; 원딜 &gt; 정글.. 잉",0,놀람
136,136,976997414472044545,sHYAnNE_110_,근데 롤 서폿은 하기 싫음,0,혐오
137,137,1343143749774319616,yurisa_ryu,"내가 롤 올라운더가 된 이유
탑:솔킬따여 답답하니 내가 한다
정글: 갱,옵젝 안챙겨 답답하니 내가 한다
미드:낭만없어 답답하니 내가 한다
원딜: 서폿 답답하니 내가 한다
서폿: 원딜 답답하니 내가 한다",0,혐오
138,138,1438069125524324352,ygenie0904,아 갑자기 롤 5인큐 하고싶다 저 18렙 응애롤린이 서폿 라칸 원챔 입니다. 데려가세요. 아 대신 분노 주의 하고 오세요 저 말고 그 데려가시는 분들이 힘드실ㄱ,0,슬픔
139,139,2918066142,duckoo_muggle,극장으로 서폿이란 서폿은 다받으면서 편지 왜 안받아 진짜 빡쵸 지들 실속만 챙기고 지롤이야😠,0,혐오
140,140,1224700775038799872,Wonny_0,3/3/1하고있는데....1/10/0...서폿에게 욕이란 욕은....전부 먹는 무서운 게임..롤,0,놀람
141,141,1505625496679186433,VWinnter,"@hyenyang_0_0 웅 잘하는사람잇으면 좋지!

시작은 서폿이어도 안가리구 다 하는데?!!?!
우 ㅜㅜㅜ 나랑 롤하기 안어렵다구..",0,공포
142,142,819963167958675456,cheesegj1,"@mikang_ff 근데 저얘기 어디서 나온겨
롤옵치에서 서폿혐오 개많은건아는디
과관에서도 그런다고",0,놀람
143,143,1501770845672251397,xox__666,롤할롤 일반하면 난 서폿만 함 이유: 내가 유미하고시픔 2/5,0,슬픔
144,144,763419627795779585,bsa02791,"와 진짜 신박한 트롤 이다...
칼리스타 서폿으로 원딜에게
계약 끊었다 걸었다해서 죽게 만들고...
진짜 신박하네..... 그 머리로 롤을 했으면 티어가 올랐겠네...",0,혐오
145,145,1375338156468277248,dangdangguli,아 짬타수아 언니 유튭 보다가 진짜 몇 년만에 롤하고 싶어짐ㅋㅋㅋ 일라오이 잼써보여... 난 알리랑 블랭만 했는디(서폿),0,행복
146,146,1289513145443078144,scarlet_2ro,"#tmi_3개적고_트친한테_넘기기_릴레이

1. 코딩 좋아합니다.

2. 전 사천성을 잘 합니다! 제 주변에선 아직 저를 이겨 본 사람이 없죠

3. 요즘엔 롤에서 서폿 뽀삐가 재미있더군요.

@wjdghks5031 @0Warm_rice0 @H4N3ul_",0,슬픔
147,147,1241921751207923712,F4I2Y_N4B1,"날 봐라
탱커와 서폿을 하고

롤에서 탑과 서폿을 한다

잘 안 친한 사람이랑 롤 얘기하다가 이러니까 주라인이 서폿인줄 알더라

어 저 탑입니다~ 주로 탱커류 캐하고 주캐 쉔 문도였어요

하면 갑자기 쭈구러듬 예~",0,행복
148,148,1490871879858802688,XoX__TxT,"롤 협곡할건데 3인큐에융 ㅇ3ㅇ 
정글, 서폿 자리있구여...(고정..?)

저는..탑,미드밖에못가여...

원딜.. 탑.미드..올라이너..쨋든..
2명구해여&gt;&lt;",0,슬픔
149,149,1316662468056281092,__hwa_g,서폿 성장 체감 안 난다는 거 공감 된다고 해야 되나 내가 아무리 열심히 해도 사람들 몰라줌 나 때문에 산 건데. 롤도 로아도 똑같음. 서폿 귀한지도 모르고 떼잉 쯧,0,슬픔
150,150,1520434603751747584,UzqwX,"한강우랑 이태정 피방가서 롤하는상상함

형 왜케 됻밥이에요?
씨발 작게말해주라 좀 너그리고그런말어디서배웠어
형한테요
그래

한강우 탑
이태정 서폿&lt; ㅋㅋ",0,행복
151,151,1525371469144145920,lolfflyang,저 근데 진짜 롤 어렵다. . 열심히 하는데 서폿 3년하고 다른라인은 찍먹만해서 초반 잘 버텨도 후반에 사이드 도는 운영밖에 모르겠음.. 한타도 언제가야할지 모르겠음.. 그래서 다인큐 가면 좀 죄송합니다,0,공포
152,152,1526176195686981632,Bird_cuCu,"아 진짜 나 롤 걍 지인의 지인의 지인의 지인 이런데서도 잘 껴서하고 내가 한지얼마안대서 아직 서폿챔밖에 안해봤을때
지인의지인이 우리 혜지가 서폿밖에 못해서 바꿔주셈하는거보고 머리 띵해져서 그쪽사람들이랑 겜하는거 관둔적잇엇음",1,행복
153,153,868458695939706880,Bird_cuCu,"아 진짜 나 롤 걍 지인의 지인의 지인의 지인 이런데서도 잘 껴서하고 내가 한지얼마안대서 아직 서폿챔밖에 안해봤을때
지인의지인이 우리 혜지가 서폿밖에 못해서 바꿔주셈하는거보고 머리 띵해져서 그쪽사람들이랑 겜하는거 관둔적잇엇음",0,행복
154,154,1427310806912278543,Acita_Blossom,"카구야 학생회 애들로 롤 포지션 이러면 어떨려나

탑 미코
정글 치카
미드 이시가미 유우
봇듀 회장(원딜), 카구야(서폿)

이런 느낌인가 미코가 탑차이로 지면 치카탓하고 ㅈㄱㅊㅇ 외치는 느낌 궁금하네",0,중립
155,155,1696742978,J_ominatrix,옵치만 특이하게 파리아 하고 롤도 서폿 했는데 왜... 그랬는지 모름,0,중립
156,156,1459245591176036352,9bwyh4,롤 알려주실 분... 저 진짜 흡수력 짱짱한데여 ㅜㅅㅜ... 보람 느끼실 건데... 서폿 말고 다른 라인이면 더 더 더 좋아요...,0,행복
157,157,1459245591176036352,9bwyh4,나 진짜 롤 잘하고 싶다 ... 근데 하나도 모르겠고 서폿으로 시작해서 서폿 말고 다른 라인 다고 싶은데 유튜브 보고 와도 적용도 못하겠고 그냥 바보라서 눈물만 흘리는 중 ㅜㅜ... 같이 하는 애들이 가끔 욱하면 너무 무서워서 쫄아버린다,0,슬픔
158,158,1400485760579510277,daeger2,@kerin_lina 어...롤을 거의 안해봤고 그나마 할 줄 아는게 서폿이라서...그래도 좋으시면 한 번 해봐요..!,0,슬픔
159,159,1315645899800895488,GAS_GURAHMEN,나 롤할때 챔피언이 120개있는데 두개만 하면서 아 나 서폿말고 못해요 아 못하겠어요 못해요 이랬던 얘들 생각하면 훌륭한 유저지,0,행복
160,160,1522924399011241986,Thesion_1350,@poppy_cone 아니 저도 태양의 수호자 먹을라고.. 우리 팀원들 절대 힐포션 먹을 일 없이 피 짱짱하게 유지해주겟다고 항상 지롤떨엇는데... .. 어떻게 그런 서폿이 존재할 수 있는거죠..?? 저도 지금 충격먹어서 사과님 트윗 5억번 읽어본듯,0,슬픔
161,161,1460237526929915904,qvqoaoa,"옵지 등등 롤커뮤도 진짜 개판.. 게임 내에도 3판만 해도 온갖 혐오가 점철된 닉도 많이 보이고., 채팅도 걍 더러움(이건 특히 서폿한테)",0,혐오
162,162,982167181,b1oomingmerry,@im_dermond 저 그것보다 롤에서 서폿으로 S받는 방법이 더 급한것같아요,0,공포
163,163,1503039848055074816,T1_oeooeo,롤 하실분 구합니다 ! (서폿유저),0,행복
164,164,1191748854078558209,blumenkranz09,"롤하면서 제일 슬펐던 일.. (언랭뉴비의 트윗이니 양해바람..)
내가 원딜이었는데 한명이 트롤픽해서 서폿 두명됨
내가 힐 써주는거 깜빡해서 말파가 죽음..ㅠㅠ
미안하다고 싹싹빔
그때부터 나를 벌레라고 하기 시작함
나는 진짜 미안해서 말파따라다니면서 최대한 딜넣음",0,슬픔
165,165,1332603418637074432,Molly_Doli,"오늘같이 롤할사람 찾습니다

랭크 무관

협곡 칼바람 무관

대신 욕은 안하시는 분이었으면...
참고로 저는 주라인은 서폿/원딜",0,중립
166,166,1169570641780961280,Seoul_number,"전에 말했듯이 난 롤할때 주로 가는 라인이 탑(미드는 가끔 스왑할때) 부라인은 바텀(원딜, 서폿) 

그리고 젤 자신 있는 탑챔은 가렌, 제이스, 피오라, 오공, 말파, 모데, 퀸, 쉔, 탐켄치 등 
자신 없는 탑챔은 이렐, 카밀, 다리우스, 세트 등",0,중립
167,167,1506504191522779141,_xoxo_yam,"여러분들. 나 오늘 집에 컴퓨터 설치한다.
앞으로 나랑 같이 롤 해줄 사람 괌.

* 나한테 욕만 안 하면 됨.
* 일단 나 서폿 제라스
* 가끔 미니언도 때림
* 원딜이 레드 맛있게 먹으면 가끔 실수인 척 막타침(이건 욕해도 갠찬, 짜릿함)
* 스킬샷 나쁘지 않음.
* 티어는 들으면 다 도망가서 비밀임.",0,중립
168,168,1452297003564560384,nogat_99,"#롤트친소 #롤_트친소  
 -18세 남자
-플레이 시간: 저녁시간(12시까지)
-모스트: 벨코즈 니코                                              
-라인: 주로 미드 가끔 서폿 원딜                 -마이크 사용 가능
-트위터 처음이라 어색함                                -가볍게 말걸어주세요!",1,중립
169,169,798863939073282048,btbmin929233,"전 은광오빠 하다방도 못보고
여기서 굴려질 예정입니다...

오빠랑 롤해보고시픈데....
(티어가 너무 차이나서 큐돌려도 못할듯ㅋㅋ)
서은광씨.. 혹시나 럭스, 카르마 서폿이 필요하시다면 저를 불러주세요..
최고의 방어를 해드림니다.",0,슬픔
170,170,1470736729502273539,d_byoung,@bebeahrang 발로란트 같이해요 엄청 재미있는게임 그리고 엄청 잘하시는걸요 .. 롤도 원딜 서폿 유져라 같이해요 !!,0,행복
171,171,1492708847454404608,fuvely_,"오늘 오후 9시 !
롤 하다가 이터널 리턴 할 거시와요 🥰
어푸푸 오늘 일겜에서 탑 미드 서폿만 할건데 완전 못하지만 덤덤이들 이빨은 안전할 거시와요 😉… (정글 원딜은 진짜 못하겠엉 ㅠㅠ)
이따 보자규~",0,행복
172,172,879365418405707776,mint_jasmyn,"롤 나보다 잘하면 내가 아마 엥길 꺼에요
저보다 잘하기 쉽거든요 증인 : 라 누나, 금간지
정글 서폿이라면 제가 롤하자고 맨날 찡얼 될꺼에요",0,공포
173,173,1269458799271612416,iiiliiiiiliilii,"롤하면 자꾸 이상한 놈들이 서폿은 혜지고 도구고 어쩌고 못해도 어쩌고 이러는데
막상 게임 오래 해보면 깨닫고맘
서폿도 잘해야 서폿하는구나
못하면 원딜이 잘해서 캐리하지 않는 이상 바텀터지고
원딜이 구원불가면 서폿은 그냥 딜러로 가면 됨
탱서폿 - 탱미드가듯
마법서폿 - 마법미드가듯",0,중립
